id_anuncio,descricao,descricao_len,descricao_encontrada,descricao_candidatos_avaliados,notas_heuristica,data_coleta
57301046,"Banco do motorista com ajuste de altura, Encosto de cabeça traseiro, Porta-copos, Bluetooth, Comando de Som no Volante, Volante Multifuncional, Isofix, Baixa km, Garantia da Loja . Somos um grupo com 5 lojas na região de Campinas e Hortolândia, reunindo a força da Unimais Veículos e da Meta Veículos, oferecendo um amplo estoque com mais de 350 veículos, selecionados com critério, variedade e procedência. Nosso compromisso é proporcionar uma experiência de compra segura, transparente e eficiente, com atendimento profissional do primeiro contato até a entrega do veículo. Aqui você encontra: - Seminovos cuidadosamente selecionados - Atendimento humanizado e especializado - Condições facilitadas de negociação - Estrutura completa para atender suas necessidades A maioria dos 350 Veículos possuem opção de garantia estendida de até 1 ano*. Consulte condições com nossos consultores. O valor anunciado não inclui produtos ou serviços adicionais. Nos reservamos o direito de corrigir eventuais erros de digitação ou publicação. Entre em contato e conheça a estrutura do Grupo Unimais & Meta Veículos.",1103,True,10,"<p> len=1103 kws=['garantia', 'contato', 'consulte']; total_aprovados=1",2026-05-13T00:59:47.690720
56857920,"Veículo anunciado com preço a Vista *** Para troca consulte nossa concessionária *** Preço anunciado para Venda À Vista. Aceitamos troca no seu Usado. LOJA 01 - Rua Dante Alighieri, 34 - Jardim do Lago Fones 019 3227.8600 LOJA 02 - Av. Mirandópolis, 370 - Vila Pompéia Fone 019 3227.8600 **** Nos reservamos o direito de corrigir, possíveis erros de digitação e/ou publicação.****",380,True,11,"<p> len=380 kws=['troca', 'aceita', 'concessio', 'consulte', 'venda']; total_aprovados=1",2026-05-13T00:59:53.587741
56631610,"*SEMINOVOS COM GARANTIA DE 3 MESES: MOTOR E CÂMBIO.Traga seu usado para uma avaliação. Consulte nossos planos de financiamento, com as melhores taxas do mercado. Reservamos o direito de corrigir eventuais erros de digitação.",224,True,10,"<p> len=224 kws=['garantia', 'financia', 'consulte']; total_aprovados=1",2026-05-13T00:59:57.203703
56720030,"Veículo anunciado com preço a Vista *** Para troca consulte nossa concessionária *** Preço anunciado para Venda À Vista. Aceitamos troca no seu Usado. LOJA 01 - Rua Dante Alighieri, 34 - Jardim do Lago Fones 019 3227.8600 LOJA 02 - Av. Mirandópolis, 370 - Vila Pompéia Fone 019 3227.8600 **** Nos reservamos o direito de corrigir, possíveis erros de digitação e/ou publicação.****",380,True,11,"<p> len=380 kws=['troca', 'aceita', 'concessio', 'consulte', 'venda']; total_aprovados=1",2026-05-13T01:00:01.649804
57493830,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:00:04.996398
57519442,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:00:08.646262
57492039,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:00:13.671778
57484808,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:00:17.580644
56541218,"*SEMINOVOS COM GARANTIA DE 3 MESES: MOTOR E CÂMBIO.Traga seu usado para uma avaliação. Consulte nossos planos de financiamento, com as melhores taxas do mercado. Reservamos o direito de corrigir eventuais erros de digitação.",224,True,10,"<p> len=224 kws=['garantia', 'financia', 'consulte']; total_aprovados=1",2026-05-13T01:00:21.364099
56491356,"BBS Veículos, há mais de 15 anos no mercado de Automóveis!! Veículos Periciados, Revisados, com total procedência e índice de satisfação dos nossos clientes!!! A BBS Veículo se reserva ao direito de possiveís erros de digitação. PROMOÇÃO IPVA 2026 PAGO VALIDO SOMENTE PARA VEICULOS VENDIDOS E COM DOCUMENTACAO FEITA NA LOJA****CONSULTE VALORES E CONDIÇÕES COM NOSSOS VENDEDORES.",378,True,10,"<p> len=378 kws=['revisa', 'cliente', 'vendedor', 'revisado', 'ipva', 'consulte']; total_aprovados=1",2026-05-13T01:00:24.553345
57477600,,0,False,7,"nenhum <p> passou (7 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:00:29.839512
57490575,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:00:34.565935
56719954,"Veículo anunciado com preço a Vista *** Para troca consulte nossa concessionária *** Preço anunciado para Venda À Vista. Aceitamos troca no seu Usado. LOJA 01 - Rua Dante Alighieri, 34 - Jardim do Lago Fones 019 3227.8600 LOJA 02 - Av. Mirandópolis, 370 - Vila Pompéia Fone 019 3227.8600 **** Nos reservamos o direito de corrigir, possíveis erros de digitação e/ou publicação.****",380,True,11,"<p> len=380 kws=['troca', 'aceita', 'concessio', 'consulte', 'venda']; total_aprovados=1",2026-05-13T01:00:39.440783
57361905,"A Brabus Mitsubishi ABC é uma concessionária do Grupo Brabus, maior revendedor Mitsubishi do Brasil. As concessionárias do Grupo são as mais completas da América Latina, com venda de veículos novos, seminovos, serviços de mecânica, funilaria, pintura, peças e acessórios. O estoque de seminovos possui mais de 200 Veículos Multimarcas com Garantia de Qualidade e Procedência, Vistoria Cautelar Aprovada, Manual do Proprietário e Chave Reserva. Todos os veículos passam pelo processo de Higienização por Oxisanitização. A Brabus possui uma equipe de Consultores de Vendas especializada para orientá-lo a fechar o melhor negócio, com uma ótima avaliação do seu seminovo, e as melhores taxas de crédito com as principais instituições financeira. Atendimento especializado. RESERVAMO-NOS O DIREITO DE QUALQUER ERRO DE DIGITAÇÃO. IPVA Pago. Licenciado.",847,True,10,"<p> len=847 kws=['cautelar', 'garantia', 'vistor', 'vendedor', 'ipva', 'multimarcas', 'concessio', 'venda', 'vendas']; total_aprovados=1",2026-05-13T01:00:43.023497
57487585,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:00:48.030554
56799847,"FINANCIAMOS EM ATÉ 60X! EXCELENTE AVALIAÇÃO NO SEU USADO! MELHORES TAXAS DO MERCADO! FAZEMOS TROCA COM TROCO! GARANTIA DE 3 MESES MOTOR E CÂMBIO! Informações complementares: IPVA Pago, Licenciado",195,True,9,"<p> len=195 kws=['troca', 'garantia', 'financia', 'ipva', 'financiamos']; total_aprovados=1",2026-05-13T01:00:52.723306
56596491,"Veículo anunciado com preço a Vista *** Para troca consulte nossa concessionária *** Preço anunciado para Venda À Vista. Aceitamos troca no seu Usado. LOJA 01 - Rua Dante Alighieri, 34 - Jardim do Lago Fones 019 3227.8600 LOJA 02 - Av. Mirandópolis, 370 - Vila Pompéia Fone 019 3227.8600 **** Nos reservamos o direito de corrigir, possíveis erros de digitação e/ou publicação.****",380,True,11,"<p> len=380 kws=['troca', 'aceita', 'concessio', 'consulte', 'venda']; total_aprovados=1",2026-05-13T01:00:56.557865
56881334,,0,False,9,"nenhum <p> passou (9 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:01.523136
57478625,,0,False,7,"nenhum <p> passou (7 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:08.213232
56541082,"*SEMINOVOS COM GARANTIA DE 3 MESES: MOTOR E CÂMBIO.Traga seu usado para uma avaliação. Consulte nossos planos de financiamento, com as melhores taxas do mercado. Reservamos o direito de corrigir eventuais erros de digitação.",224,True,10,"<p> len=224 kws=['garantia', 'financia', 'consulte']; total_aprovados=1",2026-05-13T01:01:12.645623
57491433,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:17.399286
57478584,,0,False,7,"nenhum <p> passou (7 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:23.858221
56310389,,0,False,9,"nenhum <p> passou (9 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:27.617395
57501646,"IPVA TOTAL PAGO !!! Não perca mais tempo, venha nos fazer uma visita e faça um test drive! Financiamento Bancário, Pix, Carta de crédito, Cartão de Crédito e Débito. Aceitamos seu veículo na troca, melhor avaliação do mercado! Aproveite as melhores condições e saia com seu carro novo! Até porque vocês já sabem né?! NÃO QUER TER ESTRESSE, VEM PARA A ESS!",355,True,10,"<p> len=355 kws=['troca', 'financia', 'aceita', 'ipva', 'test drive']; total_aprovados=1",2026-05-13T01:01:31.228456
57067951,"BBS Veículos, há mais de 15 anos no mercado de Automóveis!! Veículos Periciados, Revisados, com total procedência e índice de satisfação dos nossos clientes!!! A BBS Veículo se reserva ao direito de possiveís erros de digitação. PROMOÇÃO IPVA 2026 PAGO VALIDO SOMENTE PARA VEICULOS VENDIDOS E COM DOCUMENTACAO FEITA NA LOJA****CONSULTE VALORES E CONDIÇÕES COM NOSSOS VENDEDORES.",378,True,11,"<p> len=378 kws=['revisa', 'cliente', 'vendedor', 'revisado', 'ipva', 'consulte']; total_aprovados=1",2026-05-13T01:01:35.150762
56827517,"Canal do Carro Veículos - Seu próximo carro está aqui! A Canal do Carro Veículos oferece compra, venda e consignação de automóveis com transparência, confiança e ótimo atendimento. Trabalhamos para que você realize o sonho do carro ideal com segurança e tranquilidade. Novo endereço: Av. Ruy Rodriguez, 513 - Jd. Novo Campos Elíseos, Campinas-SP Parcelamos no cartão de crédito em até 24x , Financiamento em até 60x, Aceitamos sua moto ou carro na troca! *Reservamo-nos o direito de corrigir eventuais erros deste anúncio. *Valor sujeito à alteração. Consulte disponibilidade do veículo. *Condições de financiamento sujeitas a análise",634,True,9,"<p> len=634 kws=['troca', 'financia', 'parcel', 'aceita', 'consulte', 'venda']; total_aprovados=1",2026-05-13T01:01:38.418114
57484828,,0,False,9,"nenhum <p> passou (9 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:42.603571
57341871,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:47.471034
57492960,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:50.937223
57478317,,0,False,7,"nenhum <p> passou (7 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:01:57.361766
57485946,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:02:00.971878
57478379,,0,False,7,"nenhum <p> passou (7 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:02:10.627587
57495228,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:02:14.104403
57492471,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:02:18.699084
57494483,,0,False,9,"nenhum <p> passou (9 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:02:22.163649
56795831,"Na Honda HPOINT, todos os veículos seminovos, de qualquer marca ou modelo, são criteriosamente avaliados e revisados, assegurando procedência, confiabilidade e total transparência na negociação. Endereço: Av. Giovanni Gronchi, 3737 - Vila Andrade - São Paulo/SP.",262,True,9,"<p> len=262 kws=['revisa', 'revisado']; total_aprovados=1",2026-05-13T01:02:26.373586
56874477,Por que escolher a Icar Automóveis? Desde 1983 temos tradição em veículos de qualidade. Atendimento personalizado e garantia de procedência. Não perca tempo: ligue agora para (19) 3461-4001 e agende sua visita! Atenção: Veículo único! Não perca a chance de dirigir o carro dos seus sonhos. Ele pode ser seu hoje mesmo! Icar Automóveis - Aqui a sua experiência é do tamanho do seu sonho! SIGA-NOS NO INSTAGRAM: @icar_automoveis Nos reservamos o direito de corrigir possíveis erros de digitação,492,True,10,"<p> len=492 kws=['único', 'garantia']; total_aprovados=1",2026-05-13T01:02:30.153449
56770807,,0,False,9,"nenhum <p> passou (9 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:02:33.903319
56773583,"*SEMINOVOS COM GARANTIA DE 3 MESES: MOTOR E CÂMBIO.Traga seu usado para uma avaliação. Consulte nossos planos de financiamento, com as melhores taxas do mercado. Reservamos o direito de corrigir eventuais erros de digitação.",224,True,10,"<p> len=224 kws=['garantia', 'financia', 'consulte']; total_aprovados=1",2026-05-13T01:02:38.935689
56430179,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:02:42.782231
56913814,"RENAULT KWID INTENSE 1.0 2023 BRANCO KM: 39.000 MOTOR 1.0 FLEX CÂMBIO MANUAL AR-CONDICIONADO DIREÇÃO ELÉTRICA MULTIMÍDIA COM ANDROID AUTO / APPLE CARPLAY VIDROS ELÉTRICOS TRAVAS ELÉTRICAS AIRBAGS / ABS SUPER ECONÔMICO BAIXA KM - IMPECÁVEL CAUTELAR APROVADA R$ 54.900,00 ACEITAMOS SEU USADO NA TROCA COM A MELHOR AVALIAÇÃO DO MERCADO! Entrada em até 21x no cartão 11 2355-3214 E-CAR MOTORS AV. CAPITÃO CASA, 1153 - BAIRRO DEMARCHI - SÃO BERNARDO DO CAMPO/SP Anúncio sujeito a correções",484,True,9,"<p> len=484 kws=['cautelar', 'troca', 'aceita', 'impecável']; total_aprovados=1",2026-05-13T01:02:47.713709
56849547,"O valor anunciado é referente ao Carro sem Troca Nossos carros são todos PERICIADOS, REVISADOS e possuem GARANTIA* Trabalhamos com todas as financeiras bancárias. Fazemos TROCA COM TROCO.* Parcelamos a ENTRADA no cartão de crédito. e facilitamos sua Entrada no Financiamento. Sujeito a erro de digitação* Consulte condições*",324,True,10,"<p> len=324 kws=['troca', 'garantia', 'financia', 'parcel', 'revisa', 'revisado', 'consulte']; total_aprovados=1",2026-05-13T01:02:51.164153
57494944,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:02:54.820961
56605954,"BBS Veículos, há mais de 15 anos no mercado de Automóveis!! Veículos Periciados, Revisados, com total procedência e índice de satisfação dos nossos clientes!!! A BBS Veículo se reserva ao direito de possiveís erros de digitação. PROMOÇÃO IPVA 2026 PAGO VALIDO SOMENTE PARA VEICULOS VENDIDOS E COM DOCUMENTACAO FEITA NA LOJA****CONSULTE VALORES E CONDIÇÕES COM NOSSOS VENDEDORES. REPASSE",386,True,10,"<p> len=386 kws=['revisa', 'cliente', 'vendedor', 'revisado', 'ipva', 'consulte']; total_aprovados=1",2026-05-13T01:02:58.739489
57494261,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:02.583551
57491834,,0,False,9,"nenhum <p> passou (9 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:06.267479
56653017,"Veículo em excelente estado de conservação, baixa quilometragem e laudo cautelar APROVADO. - Empresa tradicional e há muitos anos garantindo o melhor atendimento e satisfação dos clientes em Campinas e região. - Mais de 24 bancos e financeiras cadastrados na loja; - As MELHORES e MENORES taxas de financiamento do mercado - Aceitamos consórcio; - Aceitamos troca; - Troca com troco; - Compramos o seu usado. Venha fazer o test drive e tomar um café com a gente, estamos a sua disposição!",488,True,10,"<p> len=488 kws=['cautelar', 'troca', 'financia', 'aceita', 'cliente', 'quilometragem', 'estado de', 'test drive']; total_aprovados=1",2026-05-13T01:03:10.593721
56827512,"Canal do Carro Veículos - Seu próximo carro está aqui! A Canal do Carro Veículos oferece compra, venda e consignação de automóveis com transparência, confiança e ótimo atendimento. Trabalhamos para que você realize o sonho do carro ideal com segurança e tranquilidade. Novo endereço: Av. Ruy Rodriguez, 513 - Jd. Novo Campos Elíseos, Campinas-SP Parcelamos no cartão de crédito em até 24x , Financiamento em até 60x, Aceitamos sua moto ou carro na troca! *Reservamo-nos o direito de corrigir eventuais erros deste anúncio. *Valor sujeito à alteração. Consulte disponibilidade do veículo. *Condições de financiamento sujeitas a análise.",635,True,9,"<p> len=635 kws=['troca', 'financia', 'parcel', 'aceita', 'consulte', 'venda']; total_aprovados=1",2026-05-13T01:03:14.328725
57480122,,0,False,9,"nenhum <p> passou (9 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:17.763426
57494212,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:21.248202
56566709,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:25.209750
57477564,,0,False,7,"nenhum <p> passou (7 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:30.173363
57485688,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:34.383646
57485388,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:38.736779
57485031,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:43.527608
56367070,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:48.295510
57460548,VEÍCULOS DE PROCEDÊNCIA * Condições facilitadas: * Aceitamos troca * Financiamos em até 60 vezes com as melhores taxas do mercado --- Entrada facilitada em até 18x no cartão de crédito --- *Simule seu financiamento sem compromisso! * Entre em contato agora e saia de carro novo!,278,True,10,"<p> len=278 kws=['troca', 'financia', 'aceita', 'contato', 'financiamos']; total_aprovados=1",2026-05-13T01:03:52.854518
57487304,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:03:57.444698
57511902,,0,False,10,"nenhum <p> passou (10 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:04:01.986338
56566704,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:04:06.705817
56620616,"A R7 Motors é uma loja de carros multimarcas especializada na compra e venda de carros seminovos em Campinas/SP. Com mais de uma década de experiência no mercado automotivo, com procedência garantida, financiamento facilitado e atendimento personalizado. Aqui, você encontra as melhores ofertas de carros usados em Campinas, com variedade de modelos das principais montadoras como Chevrolet, Volkswagen, Fiat, Honda, Toyota, Hyundai, entre outras. Avaliamos seu usado na hora, aceitamos trocas e oferecemos condições exclusivas para você sair de carro novo hoje mesmo. Seja para trocar de carro, financiar um seminovo ou vender seu veículo, a R7 Motors é a escolha certa. Transparência, confiança e credibilidade fazem parte da nossa essência. Visite uma de nossas unidades ou fale agora mesmo pelo WhatsApp e descubra por que somos referência em venda de carros seminovos em Campinas e região.",894,True,10,"<p> len=894 kws=['troca', 'financia', 'aceita', 'oferta', 'multimarcas', 'venda']; total_aprovados=1",2026-05-13T01:04:10.627647
57438420,"Chevrolet Onix Premier 2 1.0 Turbo Automático 2023 - Park Assist - Sensor de ponto cego - Chave presencial - Piloto Automático - Multimidia - Ar-condicionado digital automático - Vidros elétricos - Trava elétrica - Direção elétrica - Rodas em liga leve aro 16 diamantadas - Airbag e ABS - Espelhamento de celular Quer saber mais? Entre em contato agora com nossa equipe! Ligue: (12)97407-7153 - Aceitamos seu veículo como entrada - Pagamento no cartão em até 24x - As melhores condições e taxas do mercado! Rua Barão de Jacareí, 1376 - Parque Itamaraty - Jacareí/SP",565,True,13,"<p> len=565 kws=['aceita', 'contato']; total_aprovados=1",2026-05-13T01:04:15.528564
57173810,"Chevrolet Onix LT 1.0 2019, 2º Dono, 72.400 km, com Manual e Chave Reserva Um dos carros mais vendidos do Brasil, o Onix LT 2019 é a escolha certa para quem busca economia, confiabilidade e excelente custo-benefício. Com 72.400 km, está em ótimo estado e pronto para oferecer conforto e praticidade no dia a dia. Equipado com motor 1.0 flex de 4 cilindros, o modelo entrega bom desempenho com baixo consumo de combustível, sendo ideal tanto para uso urbano quanto para estrada. Diferencial importante: Este modelo conta com correia dentada externa, ou seja, não é banhada a óleo, o que torna a manutenção mais simples, previsível e com custo reduzido em comparação aos motores mais novos com correia imersa. Principais opcionais e itens de série: Direção elétrica progressiva Ar-condicionado Vidros elétricos dianteiros e traseiros Travas elétricas com controle remoto Sistema MyLink com tela touchscreen Android Auto e Apple CarPlay Conexão Bluetooth, USB e entrada auxiliar Volante multifuncional com ajuste de altura Computador de bordo Banco do motorista com ajuste de altura Airbags frontais Freios ABS com EBD Controle de estabilidade e tração Assistente de partida em rampa Sensor de estacionamento traseiro Câmera de ré Rodas aro 15 com calotas Faróis com regulagem de altura Luz de condução diurna Limpador e desembaçador traseiro Chave canivete com controle remoto Destaques: 72.400 km rodados Excelente consumo de combustível Manutenção simples e acessível Correia dentada externa (não banhada a óleo) Alto valor de revenda Conforto e tecnologia na medida certa Um carro completo, econômico e com mecânica confiável, perfeito para quem quer tranquilidade no dia a dia. Agende sua visita e venha conferir pessoalmente. Entre em contato agora mesmo e garanta esse Chevrolet Onix LT 2019 antes que seja vendido.",1819,True,9,"<p> len=1819 kws=['dono', 'manutenç', 'completo', 'contato', 'perfeito', 'venda']; total_aprovados=1",2026-05-13T01:04:19.492281
57490209,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:04:22.812123
56829840,"�� Chevrolet Onix 1.0 LT 2015/2015 Hatch econômico, moderno e muito procurado no mercado, ideal para uso diário com baixo custo de manutenção e ótimo valor de revenda. �� Motor 1.0 Flex econômico e confiável �� Versão LT - completa na categoria �� Apenas 45.350 km - veículo com baixa quilometragem e bem conservado ✨ Principais itens da versão: ✔️ Direção hidráulica ✔️ Ar-condicionado ✔️ Vidros elétricos dianteiros ✔️ Travas elétricas ✔️ Airbags frontais ✔️ Freios ABS ✔️ Sistema MyLink (central multimídia original Chevrolet) com Bluetooth e USB ✔️ Banco traseiro rebatível �� Laudo cautelar aprovado - procedência e segurança na compra Um modelo da Chevrolet, referência em economia, manutenção acessível e excelente aceitação no mercado. �� Ótima oportunidade para quem busca um carro prático e confiável! �� Comercial: (11) 4476-1803 | �� WhatsApp: (11) 94794-3831 �� Reservamo-nos o direito de corrigir possíveis erros de digitação",939,True,9,"<p> len=939 kws=['cautelar', 'aceita', 'manutenç', 'conservad', 'quilometragem', 'venda']; total_aprovados=1",2026-05-13T01:04:27.201926
57296009,"*SEMINOVOS COM GARANTIA DE 3 MESES: MOTOR E CÂMBIO.Traga seu usado para uma avaliação. Consulte nossos planos de financiamento, com as melhores taxas do mercado. Reservamos o direito de corrigir eventuais erros de digitação.",224,True,10,"<p> len=224 kws=['garantia', 'financia', 'consulte']; total_aprovados=1",2026-05-13T01:04:32.290220
57485400,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:04:35.709524
57490566,,0,False,8,"nenhum <p> passou (8 candidatos avaliados); primeiras rejeicoes: ['len=103 rejeitado pai_class=hidemessage', 'len=125 rejeitado pai_class=hidemessage', 'len=115 rejeitado pai_class=modal']",2026-05-13T01:04:38.896454
56124905,Valor à vista ! Veículo revisado com garantia do Grupo Balilla ! Consulte condições de até 2 anos de garantia ! Carro periciado e laudo 100% aprovado !,151,True,10,"<p> len=151 kws=['garantia', 'revisa', 'revisado', 'consulte']; total_aprovados=1",2026-05-13T01:04:43.115929
